MC_Sample,Year1_State,Year2_State,Year3_State,Year4_State
29,2022,2019,1999,2003
30,2001,2015,2019,2009
31,2003,2004,1998,2012
32,2014,2022,2008,2000
33,2007,2006,2007,2023
34,2005,1999,1999,2000
35,2023,2011,2020,2017
36,2023,1998,2009,1999
37,2010,2003,1999,2020
38,2014,2017,2019,2005
39,2003,2014,2012,2018
40,1998,2004,2006,2010
41,2011,2012,2019,2001
42,2003,2003,2012,2004
43,2000,1999,2019,2010
44,2015,2005,2004,2019
45,2004,2003,2010,2018
46,2000,2004,2005,2007
47,2019,2014,2023,2015
48,2005,2000,2023,2011
49,2018,2003,2004,1999
50,2007,2019,2018,2006
51,2000,2003,1999,2007
52,2019,2006,2018,2014
53,2004,2019,2023,1998
54,2006,2000,2003,2003
55,2003,2014,2007,2020
56,1998,2023,2008,2020
57,2007,2010,2008,2008
58,2012,2003,2009,2006
59,2006,2006,2015,2018
60,2006,2019,2012,2005
61,2006,2007,2013,2019
62,2004,2019,2003,2019
63,2014,2020,2011,2009
64,1999,2005,2012,2018
65,2000,1999,2021,1999
66,2010,2019,2010,2003
67,1999,2008,2000,2019
68,2021,2018,1999,2010
69,2005,2015,2005,2000
70,1999,2020,2006,2005
71,2005,2004,2018,2003
72,2011,2004,2000,2004
73,2023,2008,2004,2007
74,2018,2011,2014,1998
75,2019,2018,2012,2004
76,2004,1999,2004,2021
77,1999,2020,2004,2023
78,2019,2000,2005,2004
79,2007,2003,1999,2013
80,2012,2019,2022,2012
81,2001,2000,2003,2003
82,2007,2005,2009,2017
83,2019,2021,2019,2021
84,2011,1999,2000,2007
85,2002,2019,2000,2021
86,2017,2014,2004,2011
87,2007,2003,2007,2005
88,2023,2000,2014,2020
89,1999,2017,2017,2007
90,2007,2022,2003,2017
91,2020,2014,2007,1998
92,2019,2023,2005,2019
93,2003,2012,2000,2019
94,2012,2005,2009,2007
95,2019,2018,2003,2006
96,2018,2003,2000,2015
97,2005,2007,2021,2019
98,2006,2007,2003,2018
99,2012,2010,2010,2003
0,2003,2011,2003,2015
1,2003,2005,2005,2004
2,2003,2004,2014,2017
3,2019,2022,1999,2007
4,1998,2006,2004,2021
5,2006,2009,2007,2010
6,2012,2022,2008,2023
7,2005,1998,2003,2019
8,2023,2007,2020,2003
9,1999,2015,2006,2006
10,1998,2002,2017,1999
11,2003,2015,2004,2007
12,2000,2012,2004,2003
13,2008,1998,2004,2009
14,2005,2003,2019,2012
15,2017,2003,2023,2012
16,2000,2020,2009,2015
17,2022,2022,2008,2004
18,2006,2004,2007,2002
19,2003,2017,2003,2015
20,1999,2008,2004,1999
21,2014,2014,2003,2005
22,1998,2018,2015,2008
23,2004,2019,1999,2010
24,2012,1998,1999,2017
25,2020,2004,2007,2020
26,2017,2019,1999,2007
27,2007,2003,2004,2014
28,1998,2019,2007,1999
29,1999,2011,2017,2007
30,2001,2021,2011,2009
31,2019,2003,1998,2014
32,2001,2010,2007,1999
33,2010,2011,2022,1999
34,2017,2012,2007,2014
35,1998,2011,2007,2005
36,2011,2023,2012,1999
37,2003,2019,2019,2014
38,2007,2017,1999,2004
39,2011,2021,2015,2007
40,2019,2009,1998,2007
41,1998,2001,2004,2010
42,1999,1999,2004,2008
43,2000,1999,1999,2010
44,2014,2000,2010,1999
45,1998,2012,2006,2014
46,2003,1999,2019,2013
47,2004,2007,2000,2022
48,2003,2007,2005,1998
49,2005,2022,2003,2019
50,1999,2004,2021,1999
51,2019,2021,2004,2004
52,2019,2019,2010,2008
53,2019,2012,2017,2003
54,2006,2019,1999,2003
55,1999,2014,2007,2008
56,1998,2023,2005,2014
57,1999,2010,2001,2001
58,2003,2023,2003,2010
59,2006,2019,2018,2014
60,2011,2019,2001,2003
61,2006,2012,2004,2019
62,1999,1999,2009,2019
63,2007,2009,2006,2005
64,1999,2005,2010,2013
65,2006,1999,2012,2007
66,2004,2023,2014,2007
67,2019,2014,1999,1998
68,2007,2019,2017,2019
69,2004,2015,2004,2004
70,2019,2009,2017,2004
71,2005,1999,2015,2007
72,2006,2018,2005,2000
73,2011,2020,2000,1999
74,1999,1999,2010,2003
75,1998,2004,2018,2004
76,1999,2011,1999,2020
77,2011,2001,2012,2019
78,2019,2000,2008,2004
79,2000,2017,2008,2021
80,2012,2019,2022,2009
81,2015,2004,2003,1999
82,2004,1999,2014,2017
83,2006,2012,2008,2021
84,2006,2023,2019,2014
85,2004,2011,1999,2021
86,2017,2002,2004,1998
87,2003,2009,1999,2012
88,2023,2007,2004,2003
89,1998,2017,2017,1999
90,2020,2022,2003,2006
91,2000,2009,2020,2019
92,2017,1999,2004,2003
93,2004,2007,2010,2003
94,2007,2005,2015,2022
